index,regime,variant,r,mean,std,n_repeats
0,strong220,KFDA-1D,1,0.5134,0.0,1
1,strong220,MY-large_mu,1,0.5962,0.0,1
2,strong220,MY-large_mu,2,0.5152,0.0,1
3,strong220,MY-large_mu,3,0.5914,0.0,1
4,strong220,MY-large_mu,4,0.565,0.0,1
5,strong220,MY-small_mu,1,0.5426,0.0,1
6,strong220,MY-small_mu,2,0.512,0.0,1
7,strong220,MY-small_mu,3,0.5484,0.0,1
8,strong220,MY-small_mu,4,0.5646,0.0,1
