variant,r,stage1_kernel,stage1_params,stage1_label,val_acc,best_svm_kernel,best_svm_params,diag,regime,repeat
MY-small_mu,1,polynomial,"{'degree': 2, 'gamma': 0.0021108915424718176, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0021108915424718176)",0.69,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.0001]), 'lambdas': array([0.0001]), 'D_scores': array([7638.031])}",largecov220,1
MY-small_mu,1,sigmoid,"{'gamma': 0.0021108915424718176, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0021108915424718176)",0.7283333333333334,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.0014]), 'lambdas': array([0.0014]), 'D_scores': array([347.8204])}",largecov220,1
MY-small_mu,2,linear,{},linear,0.82,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0001, 0.002 ]), 'lambdas': array([0.0001, 0.002 ]), 'D_scores': array([4025.0405,  247.2691])}",largecov220,1
MY-small_mu,2,rbf,{'gamma': 0.0021108915424718176},rbf(gamma=0.0021108915424718176),0.8466666666666667,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0001]), 'lambdas': array([0.    , 0.0001]), 'D_scores': array([14188.6996,  5216.4211])}",largecov220,1
MY-small_mu,2,laplacian,{'gamma': 0.0021108915424718176},laplacian(gamma=0.0021108915424718176),0.7066666666666667,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0004]), 'lambdas': array([0.0001, 0.0004]), 'D_scores': array([4574.1411, 1373.417 ])}",largecov220,1
MY-small_mu,2,polynomial,"{'degree': 2, 'gamma': 0.0021108915424718176, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0021108915424718176)",0.8116666666666666,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0009, 0.0017]), 'lambdas': array([0.0009, 0.0017]), 'D_scores': array([567.1947, 290.2451])}",largecov220,1
MY-small_mu,2,sigmoid,"{'gamma': 0.0021108915424718176, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0021108915424718176)",0.76,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.0021, 0.0024]), 'lambdas': array([0.0021, 0.0024]), 'D_scores': array([239.2553, 200.9875])}",largecov220,1
MY-small_mu,3,linear,{},linear,0.8616666666666667,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0018, 0.0063]), 'lambdas': array([0.    , 0.0018, 0.0063]), 'D_scores': array([1.9785e+09, 2.7905e+02, 7.6328e+01])}",largecov220,1
MY-small_mu,3,rbf,{'gamma': 0.0021108915424718176},rbf(gamma=0.0021108915424718176),0.8666666666666667,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0001, 0.0002]), 'lambdas': array([0.    , 0.0001, 0.0002]), 'D_scores': array([16148.849 ,  6781.5168,  2372.9253])}",largecov220,1
MY-small_mu,3,laplacian,{'gamma': 0.0021108915424718176},laplacian(gamma=0.0021108915424718176),0.7883333333333333,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0002, 0.0004]), 'lambdas': array([0.    , 0.0002, 0.0004]), 'D_scores': array([16536.9765,  2564.683 ,  1232.6442])}",largecov220,1
MY-small_mu,3,polynomial,"{'degree': 2, 'gamma': 0.0021108915424718176, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0021108915424718176)",0.9,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.0006, 0.001 , 0.0016]), 'lambdas': array([0.0006, 0.001 , 0.0016]), 'D_scores': array([820.5886, 482.4873, 311.5579])}",largecov220,1
MY-small_mu,3,sigmoid,"{'gamma': 0.0021108915424718176, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0021108915424718176)",0.8283333333333334,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0016, 0.0065, 0.0108]), 'lambdas': array([0.0016, 0.0065, 0.0108]), 'D_scores': array([303.0927,  73.6598,  43.3408])}",largecov220,1
MY-small_mu,4,linear,{},linear,0.9166666666666666,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.001 , 0.0034, 0.004 , 0.0056]), 'lambdas': array([0.001 , 0.0034, 0.004 , 0.0056]), 'D_scores': array([478.642 , 143.1685, 122.491 ,  86.7524])}",largecov220,1
MY-small_mu,4,rbf,{'gamma': 0.0021108915424718176},rbf(gamma=0.0021108915424718176),0.93,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.    , 0.0001, 0.0001]), 'lambdas': array([0.    , 0.    , 0.0001, 0.0001]), 'D_scores': array([55383.6584, 30674.5205,  8647.7637,  4355.1825])}",largecov220,1
MY-small_mu,4,laplacian,{'gamma': 0.0021108915424718176},laplacian(gamma=0.0021108915424718176),0.7766666666666666,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0001, 0.0006, 0.0007]), 'lambdas': array([0.    , 0.0001, 0.0006, 0.0007]), 'D_scores': array([12032.3514,  3655.152 ,   810.2124,   737.4342])}",largecov220,1
MY-small_mu,4,polynomial,"{'degree': 2, 'gamma': 0.0021108915424718176, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0021108915424718176)",0.9166666666666666,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.0003, 0.0007, 0.0009, 0.0022]), 'lambdas': array([0.0003, 0.0007, 0.0009, 0.0022]), 'D_scores': array([1529.9804,  756.0273,  565.2983,  222.8252])}",largecov220,1
MY-small_mu,4,sigmoid,"{'gamma': 0.0021108915424718176, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0021108915424718176)",0.8733333333333333,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.001 , 0.0051, 0.0064, 0.0085]), 'lambdas': array([0.001 , 0.0051, 0.0064, 0.0085]), 'D_scores': array([515.4493,  95.4943,  75.6942,  56.2977])}",largecov220,1
