index,regime,variant,r,mean,std,n_repeats
0,largecov220,KFDA-1D,1,0.5062,0.0,1
1,largecov220,MY-large_mu,1,0.5904,0.0,1
2,largecov220,MY-large_mu,2,0.6646,0.0,1
3,largecov220,MY-large_mu,3,0.7568,0.0,1
4,largecov220,MY-large_mu,4,0.77,0.0,1
5,largecov220,MY-small_mu,1,0.6336,0.0,1
6,largecov220,MY-small_mu,2,0.7184,0.0,1
7,largecov220,MY-small_mu,3,0.7944,0.0,1
8,largecov220,MY-small_mu,4,0.8224,0.0,1
