index,regime,variant,r,mean,std,n_repeats
0,smallcov220,KFDA-1D,1,0.5178,0.0,1
1,smallcov220,MY-large_mu,1,0.6536,0.0,1
2,smallcov220,MY-large_mu,2,0.6462,0.0,1
3,smallcov220,MY-large_mu,3,0.5204,0.0,1
4,smallcov220,MY-large_mu,4,0.6536,0.0,1
5,smallcov220,MY-small_mu,1,0.5248,0.0,1
6,smallcov220,MY-small_mu,2,0.4918,0.0,1
7,smallcov220,MY-small_mu,3,0.5078,0.0,1
8,smallcov220,MY-small_mu,4,0.5092,0.0,1
