index,regime,variant,r,mean,std,n_repeats
0,smallcov220,KFDA-1D,1,0.6482,0.0,1
1,smallcov220,MY-large_mu,1,0.6742,0.0,1
2,smallcov220,MY-large_mu,2,0.6786,0.0,1
3,smallcov220,MY-large_mu,3,0.5254,0.0,1
4,smallcov220,MY-large_mu,4,0.6826,0.0,1
5,smallcov220,MY-small_mu,1,0.4934,0.0,1
6,smallcov220,MY-small_mu,2,0.5022,0.0,1
7,smallcov220,MY-small_mu,3,0.5128,0.0,1
8,smallcov220,MY-small_mu,4,0.5142,0.0,1
