regime,repeat,kernel,kernel_label,true_mean_gap_input,emp_mean_gap_input,true_cov_gap_input,emp_cov_gap_input,cov_gap_error_input,cov0_error_input,cov1_error_input,ref_D_mu_feature,emp_D_mu_feature,ref_D_sigma_feature,emp_D_sigma_feature,cov_gap_error_feature,cov0_error_feature,cov1_error_feature
strong220,1,linear,linear,0.0,5.005422428642522e-16,21.461470065685322,29.909678420962752,21.24150206480912,15.181492394115592,14.792936385707765,0.0,4.1816584640525414e-09,23.889881485223647,29.86436072638553,23.349851696718193,16.7017266921793,16.336771071423023
