regime,repeat,kernel,kernel_label,true_mean_gap_input,emp_mean_gap_input,true_cov_gap_input,emp_cov_gap_input,cov_gap_error_input,cov0_error_input,cov1_error_input,ref_D_mu_feature,emp_D_mu_feature,ref_D_sigma_feature,emp_D_sigma_feature,cov_gap_error_feature,cov0_error_feature,cov1_error_feature
same_mean_diff_covariance,1,linear,linear,0.0,8.487890111425742e-16,31.87684433229789,88.40438521450237,82.36334675421823,58.286408365009834,58.23099380443768,0.0,0.0,47.49944829851375,88.06436834829276,89.28004487738927,63.05393727806127,63.16447168042514
same_mean_diff_covariance,1,rbf,rbf(gamma=0.0015180349079130444),0.0,8.487890111425742e-16,31.87684433229789,88.40438521450237,82.36334675421823,58.286408365009834,58.23099380443768,0.041006418693077314,0.07981673410184766,0.03542830160909312,0.07745397612826195,0.08309095037546478,0.058801539512309965,0.058703955641578334
same_mean_diff_covariance,1,laplacian,laplacian(gamma=0.0015180349079130444),0.0,8.487890111425742e-16,31.87684433229789,88.40438521450237,82.36334675421823,58.286408365009834,58.23099380443768,0.03053646898347876,0.06326279311414121,0.025674887991823155,0.05660725076157998,0.06086521194405183,0.043046190595756914,0.04302724160347049
same_mean_diff_covariance,1,polynomial,"polynomial(coef0=1.0, degree=2, gamma=0.0015180349079130444)",0.0,8.487890111425742e-16,31.87684433229789,88.40438521450237,82.36334675421823,58.286408365009834,58.23099380443768,0.07210582062375877,0.13368478529602126,0.15422694171070858,0.2955767020595063,0.3037746340927381,0.21449931237971945,0.2149866517294399
same_mean_diff_covariance,1,sigmoid,"sigmoid(coef0=0.0, gamma=0.0015180349079130444)",0.0,8.487890111425742e-16,31.87684433229789,88.40438521450237,82.36334675421823,58.286408365009834,58.23099380443768,3.4489486358037305e-11,0.0,0.06277495101636453,0.10596956083897235,0.10261988085997188,0.0724406570199375,0.07260160918638678
same_mean_diff_covariance,2,linear,linear,0.0,7.973125579157153e-16,31.87684433229789,88.06071593187652,82.1736438895561,58.18745390557016,58.183262719632815,0.0,5.835717486123789e-09,47.49944829851375,87.72202087060008,89.37140033512813,63.165377554119615,63.45947565175989
same_mean_diff_covariance,2,rbf,rbf(gamma=0.0015195772104199914),0.0,7.973125579157153e-16,31.87684433229789,88.06071593187652,82.1736438895561,58.18745390557016,58.183262719632815,0.041014589883855965,0.07971383043949873,0.035432182132613996,0.07742391321489506,0.0831404637449514,0.058833869344422855,0.05879170693628697
same_mean_diff_covariance,2,laplacian,laplacian(gamma=0.0015195772104199914),0.0,7.973125579157153e-16,31.87684433229789,88.06071593187652,82.1736438895561,58.18745390557016,58.183262719632815,0.030547488090062712,0.0633087621768481,0.02568777104676607,0.05659924279840607,0.060915939282917934,0.04310564321996642,0.04307190409407113
same_mean_diff_covariance,2,polynomial,"polynomial(coef0=1.0, degree=2, gamma=0.0015195772104199914)",0.0,7.973125579157153e-16,31.87684433229789,88.06071593187652,82.1736438895561,58.18745390557016,58.183262719632815,0.0721790791419441,0.13330038376695286,0.15440335294820076,0.29476594573254233,0.3041808680521,0.2150160742136609,0.21579828096722206
same_mean_diff_covariance,2,sigmoid,"sigmoid(coef0=0.0, gamma=0.0015195772104199914)",0.0,7.973125579157153e-16,31.87684433229789,88.06071593187652,82.1736438895561,58.18745390557016,58.183262719632815,0.0,2.046453387846984e-10,0.06282612656836994,0.10555335046454807,0.10302269176075185,0.07273801323783095,0.0734241474799833
