variant,r,stage1_kernel,stage1_params,stage1_label,val_acc,best_svm_kernel,best_svm_params,diag,regime,repeat
MY-large_mu,2,laplacian,{'gamma': 0.0016562902770906242},laplacian(gamma=0.0016562902770906242),0.5787878787878787,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0001]), 'lambdas': array([0.0001, 0.0001]), 'gvals': array([4534.7438, 3554.7948])}",strong500,3
MY-large_mu,2,polynomial,"{'degree': 2, 'gamma': 0.0016562902770906242, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0016562902770906242)",0.5878787878787879,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.    , 0.0008]), 'lambdas': array([0.    , 0.0008]), 'gvals': array([47317.1192,   634.8419])}",strong500,3
MY-large_mu,2,sigmoid,"{'gamma': 0.0016562902770906242, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0016562902770906242)",0.6212121212121212,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.0006, 0.0034]), 'lambdas': array([0.0006, 0.0034]), 'gvals': array([814.1959, 143.9022])}",strong500,3
MY-large_mu,3,linear,{},linear,0.603030303030303,poly,"{'C': 0.5, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0009, 0.0036, 0.0073]), 'lambdas': array([0.0009, 0.0036, 0.0073]), 'gvals': array([582.9536, 135.6626,  65.2827])}",strong500,3
MY-large_mu,3,rbf,{'gamma': 0.0016562902770906242},rbf(gamma=0.0016562902770906242),0.5878787878787879,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.    , 0.0001, 0.0002]), 'lambdas': array([0.    , 0.0001, 0.0002]), 'gvals': array([15615.7766,  6513.2972,  3228.4962])}",strong500,3
MY-large_mu,3,laplacian,{'gamma': 0.0016562902770906242},laplacian(gamma=0.0016562902770906242),0.5393939393939394,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0001, 0.0002]), 'lambdas': array([0.    , 0.0001, 0.0002]), 'gvals': array([51459.4004,  4094.3205,  2563.1637])}",strong500,3
MY-large_mu,3,polynomial,"{'degree': 2, 'gamma': 0.0016562902770906242, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0016562902770906242)",0.5696969696969697,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0001, 0.0002, 0.0009]), 'lambdas': array([0.0001, 0.0002, 0.0009]), 'gvals': array([5945.1555, 2284.4862,  522.3614])}",strong500,3
MY-large_mu,3,sigmoid,"{'gamma': 0.0016562902770906242, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0016562902770906242)",0.5606060606060606,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0013, 0.0084, 0.011 ]), 'lambdas': array([0.0013, 0.0084, 0.011 ]), 'gvals': array([370.8993,  56.7661,  42.6978])}",strong500,3
MY-large_mu,4,linear,{},linear,0.5454545454545454,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0038, 0.005 , 0.0066]), 'lambdas': array([0.0001, 0.0038, 0.005 , 0.0066]), 'gvals': array([5749.2957,  129.0803,   96.6291,   72.5295])}",strong500,3
MY-large_mu,4,rbf,{'gamma': 0.0016562902770906242},rbf(gamma=0.0016562902770906242),0.6121212121212121,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0001, 0.0001, 0.0002]), 'lambdas': array([0.    , 0.0001, 0.0001, 0.0002]), 'gvals': array([32084.156 ,  8048.7663,  4696.4149,  2056.6588])}",strong500,3
MY-large_mu,4,laplacian,{'gamma': 0.0016562902770906242},laplacian(gamma=0.0016562902770906242),0.603030303030303,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0001, 0.0001, 0.0003]), 'lambdas': array([0.    , 0.0001, 0.0001, 0.0003]), 'gvals': array([28747.8624,  7026.7409,  5003.8206,  1774.2571])}",strong500,3
MY-large_mu,4,polynomial,"{'degree': 2, 'gamma': 0.0016562902770906242, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0016562902770906242)",0.593939393939394,poly,"{'C': 0.5, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0001, 0.0003, 0.0006, 0.0011]), 'lambdas': array([0.0001, 0.0003, 0.0006, 0.0011]), 'gvals': array([4194.968 , 1571.5589,  812.9071,  458.1934])}",strong500,3
MY-large_mu,4,sigmoid,"{'gamma': 0.0016562902770906242, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0016562902770906242)",0.5272727272727272,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.0044, 0.007 , 0.0107, 0.0151]), 'lambdas': array([0.0044, 0.007 , 0.0107, 0.0151]), 'gvals': array([111.311 ,  68.7219,  43.8275,  30.4324])}",strong500,3
MY-small_mu,1,linear,{},linear,0.5969696969696969,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0004]), 'lambdas': array([0.0004]), 'D_scores': array([1285.3447])}",strong500,3
MY-small_mu,1,rbf,{'gamma': 0.0016562902770906242},rbf(gamma=0.0016562902770906242),0.5151515151515151,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.]), 'lambdas': array([0.]), 'D_scores': array([179165.5698])}",strong500,3
MY-small_mu,1,laplacian,{'gamma': 0.0016562902770906242},laplacian(gamma=0.0016562902770906242),0.5181818181818182,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.0001]), 'lambdas': array([0.0001]), 'D_scores': array([9174.6928])}",strong500,3
MY-small_mu,1,polynomial,"{'degree': 2, 'gamma': 0.0016562902770906242, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0016562902770906242)",0.49696969696969695,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.0005]), 'lambdas': array([0.0005]), 'D_scores': array([1013.3872])}",strong500,3
MY-small_mu,1,sigmoid,"{'gamma': 0.0016562902770906242, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0016562902770906242)",0.5333333333333333,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0035]), 'lambdas': array([0.0035]), 'D_scores': array([139.5764])}",strong500,3
MY-small_mu,2,linear,{},linear,0.5484848484848485,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0012, 0.0021]), 'lambdas': array([0.0012, 0.0021]), 'D_scores': array([411.2516, 236.0259])}",strong500,3
MY-small_mu,2,rbf,{'gamma': 0.0016562902770906242},rbf(gamma=0.0016562902770906242),0.5393939393939394,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0001]), 'lambdas': array([0.    , 0.0001]), 'D_scores': array([12310.6764,  5120.7999])}",strong500,3
MY-small_mu,2,laplacian,{'gamma': 0.0016562902770906242},laplacian(gamma=0.0016562902770906242),0.5242424242424243,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0001]), 'lambdas': array([0.0001, 0.0001]), 'D_scores': array([4534.7595, 3554.8113])}",strong500,3
MY-small_mu,2,polynomial,"{'degree': 2, 'gamma': 0.0016562902770906242, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0016562902770906242)",0.5393939393939394,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0008]), 'lambdas': array([0.    , 0.0008]), 'D_scores': array([47317.6308,   634.8714])}",strong500,3
MY-small_mu,2,sigmoid,"{'gamma': 0.0016562902770906242, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0016562902770906242)",0.5424242424242425,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0006, 0.0034]), 'lambdas': array([0.0006, 0.0034]), 'D_scores': array([814.2028, 143.9043])}",strong500,3
MY-small_mu,3,linear,{},linear,0.5242424242424243,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0009, 0.0036, 0.0073]), 'lambdas': array([0.0009, 0.0036, 0.0073]), 'D_scores': array([583.5096, 135.8136,  65.2966])}",strong500,3
MY-small_mu,3,rbf,{'gamma': 0.0016562902770906242},rbf(gamma=0.0016562902770906242),0.5212121212121212,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0001, 0.0002]), 'lambdas': array([0.    , 0.0001, 0.0002]), 'D_scores': array([15615.808 ,  6513.6525,  3228.5362])}",strong500,3
MY-small_mu,3,laplacian,{'gamma': 0.0016562902770906242},laplacian(gamma=0.0016562902770906242),0.5242424242424243,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.    , 0.0001, 0.0002]), 'lambdas': array([0.    , 0.0001, 0.0002]), 'D_scores': array([51459.4076,  4094.4596,  2563.164 ])}",strong500,3
MY-small_mu,3,polynomial,"{'degree': 2, 'gamma': 0.0016562902770906242, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0016562902770906242)",0.5787878787878787,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0002, 0.0009]), 'lambdas': array([0.0001, 0.0002, 0.0009]), 'D_scores': array([5945.4565, 2284.498 ,  522.3841])}",strong500,3
MY-small_mu,3,sigmoid,"{'gamma': 0.0016562902770906242, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0016562902770906242)",0.5363636363636364,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.0013, 0.0084, 0.011 ]), 'lambdas': array([0.0013, 0.0084, 0.011 ]), 'D_scores': array([370.9005,  56.819 ,  42.6994])}",strong500,3
MY-small_mu,4,linear,{},linear,0.603030303030303,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0001, 0.0038, 0.005 , 0.0066]), 'lambdas': array([0.0001, 0.0038, 0.005 , 0.0066]), 'D_scores': array([5749.3465,  129.1575,   96.7081,   72.5744])}",strong500,3
MY-small_mu,4,rbf,{'gamma': 0.0016562902770906242},rbf(gamma=0.0016562902770906242),0.5212121212121212,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.    , 0.0001, 0.0001, 0.0002]), 'lambdas': array([0.    , 0.0001, 0.0001, 0.0002]), 'D_scores': array([32084.2038,  8048.7693,  4696.4672,  2056.6593])}",strong500,3
MY-small_mu,4,laplacian,{'gamma': 0.0016562902770906242},laplacian(gamma=0.0016562902770906242),0.5363636363636364,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.    , 0.0001, 0.0001, 0.0003]), 'lambdas': array([0.    , 0.0001, 0.0001, 0.0003]), 'D_scores': array([28748.0582,  7027.1658,  5003.9045,  1774.2626])}",strong500,3
MY-small_mu,4,polynomial,"{'degree': 2, 'gamma': 0.0016562902770906242, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.0016562902770906242)",0.5636363636363636,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.0001, 0.0003, 0.0006, 0.0011]), 'lambdas': array([0.0001, 0.0003, 0.0006, 0.0011]), 'D_scores': array([4195.1338, 1571.6084,  812.9232,  458.194 ])}",strong500,3
MY-small_mu,4,sigmoid,"{'gamma': 0.0016562902770906242, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.0016562902770906242)",0.5727272727272728,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0044, 0.007 , 0.0107, 0.0151]), 'lambdas': array([0.0044, 0.007 , 0.0107, 0.0151]), 'D_scores': array([111.322 ,  68.9459,  43.8645,  30.4325])}",strong500,3
