pair,class0,class1,m,r,me_large_acc,me_large_std,me_small_acc,me_small_std,original_large_acc,original_large_std,original_small_acc,original_small_std,kfda_acc,kfda_std,supcon_acc,supcon_std,original_best_acc,original_best_family,me_best_acc,me_best_family,me_minus_original,me_minus_kfda,me_minus_supcon,me_original_abs_gap,minimum_baseline_margin,me_retains_original_and_wins
automobile vs truck,automobile,truck,8,24,0.9433333333333334,0.0028867513459481233,0.9433333333333334,0.006291528696058989,0.9383333333333334,0.005204164998665323,0.7008333333333333,0.05269803917920794,0.9274999999999999,0.01749999999999996,0.9408333333333333,0.010408329997330669,0.9383333333333334,large_mu,0.9433333333333334,large_mu,0.0050000000000000044,0.015833333333333477,0.0025000000000000577,0.0050000000000000044,0.0025000000000000577,True
