variant,r,stage1_kernel,stage1_params,stage1_label,val_acc,best_svm_kernel,best_svm_params,diag,regime,repeat
MY-small_mu,32,laplacian,{'gamma': 0.03864312348909953},laplacian(gamma=0.03864312348909953),0.7461538461538462,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([      0.0003,       0.0019,       0.0022,       0.0036,
             0.0061,       0.0078,       0.0112,       0.0128,
             0.0137,       0.018 ,       0.0183,       0.0238,
             0.0269,       0.0335,       0.0362,       0.0404,
             0.0465,       0.0513,       0.0564, 1439422.3183,
             0.0622,  239791.0771,  189932.5141,  143824.6589,
        102378.1744,   88887.558 ,   79299.4348,       0.0719,
         68339.9171,   58506.6071,   55674.5831,   53428.2875]), 'lambdas': array([      0.0003,       0.0019,       0.0022,       0.0036,
             0.0061,       0.0078,       0.0112,       0.0128,
             0.0137,       0.018 ,       0.0183,       0.0238,
             0.0269,       0.0335,       0.0362,       0.0404,
             0.0465,       0.0513,       0.0564, 1439422.3183,
             0.0622,  239791.0771,  189932.5141,  143824.6589,
        102378.1744,   88887.558 ,   79299.4348,       0.0719,
         68339.9171,   58506.6071,   55674.5831,   53428.2875]), 'D_scores': array([1710.3006,  261.3735,  223.4895,  136.8132,   78.5746,   61.4912,
         41.8461,   36.4042,   33.7659,   25.2266,   24.8401,   18.653 ,
         16.3097,   12.7302,   11.6625,   10.2734,    8.7272,    7.7615,
          6.9229,    6.5901,    6.1451,    5.6938,    5.5772,    5.4382,
          5.2683,    5.1983,    5.1406,    5.1386,    5.0662,    4.9886,
          4.9637,    4.9431])}",same_mean_diff_covariance,2
MY-small_mu,32,polynomial,"{'degree': 2, 'gamma': 0.03864312348909953, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.03864312348909953)",0.7846153846153846,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([      0.0011,       0.017 ,       0.0197,       0.0307,
             0.0376,       0.0398, 1891348.7218, 1232491.202 ,
       1047412.2486,  528138.9594,  390745.6926,  333117.3995,
        207373.5119,  178715.8791,  146374.0212,  111381.533 ,
        105733.206 ,   83411.5911,       0.072 ,   74725.3943,
         65997.0794,   62814.9055,   52772.4024,   47789.0222,
         44367.6083,   33783.6221,   30746.2042,   29277.9011,
         26928.7962,   20862.0201,   18564.1005,   17008.9525]), 'lambdas': array([      0.0011,       0.017 ,       0.0197,       0.0307,
             0.0376,       0.0398, 1891348.7218, 1232491.202 ,
       1047412.2486,  528138.9594,  390745.6926,  333117.3995,
        207373.5119,  178715.8791,  146374.0212,  111381.533 ,
        105733.206 ,   83411.5911,       0.072 ,   74725.3943,
         65997.0794,   62814.9055,   52772.4024,   47789.0222,
         44367.6083,   33783.6221,   30746.2042,   29277.9011,
         26928.7962,   20862.0201,   18564.1005,   17008.9525]), 'D_scores': array([465.5026,  26.7999,  22.9304,  14.0458,  11.1485,  10.4483,
         6.7267,   6.5123,   6.431 ,   6.0886,   5.938 ,   5.8581,
         5.6211,   5.547 ,   5.4471,   5.3104,   5.2843,   5.1659,
         5.1333,   5.1108,   5.049 ,   5.0242,   4.9369,   4.8873,
         4.8502,   4.7144,   4.6672,   4.6424,   4.6005,   4.4729,
         4.4146,   4.371 ])}",same_mean_diff_covariance,2
MY-small_mu,32,sigmoid,"{'gamma': 0.03864312348909953, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.03864312348909953)",0.8307692307692308,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([      0.    ,       0.    ,       0.0014,       0.0038,
             0.0047,       0.0061,       0.0089,       0.0106,
             0.014 ,       0.0167,       0.0237,       0.0274,
             0.0384,       0.0493, 6699658.6894, 5325779.3831,
       2842771.1155, 2267650.8224, 1199862.3326, 1080345.9338,
        733481.3799,  620624.0654,  460517.4202,  415850.3609,
        356284.127 ,  297924.5442,       0.0669,  197573.1112,
        193909.6894,  154492.6071,  139255.6042,  112893.4702]), 'lambdas': array([      0.    ,       0.    ,       0.0014,       0.0038,
             0.0047,       0.0061,       0.0089,       0.0106,
             0.014 ,       0.0167,       0.0237,       0.0274,
             0.0384,       0.0493, 6699658.6894, 5325779.3831,
       2842771.1155, 2267650.8224, 1199862.3326, 1080345.9338,
        733481.3799,  620624.0654,  460517.4202,  415850.3609,
        356284.127 ,  297924.5442,       0.0669,  197573.1112,
        193909.6894,  154492.6071,  139255.6042,  112893.4702]), 'D_scores': array([5.4156e+09, 2.1516e+09, 3.5480e+02, 1.2965e+02, 1.0245e+02,
       7.8843e+01, 5.3305e+01, 4.4432e+01, 3.3179e+01, 2.7399e+01,
       1.8728e+01, 1.5958e+01, 1.0904e+01, 8.1387e+00, 7.3588e+00,
       7.2440e+00, 6.9301e+00, 6.8171e+00, 6.4989e+00, 6.4464e+00,
       6.2528e+00, 6.1692e+00, 6.0201e+00, 5.9690e+00, 5.8917e+00,
       5.8023e+00, 5.6266e+00, 5.5970e+00, 5.5877e+00, 5.4740e+00,
       5.4223e+00, 5.3171e+00])}",same_mean_diff_covariance,2
MY-small_mu,64,linear,{},linear,0.8692307692307693,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([       0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    , 10395997.2161,  6575329.6409,
        5483082.3672,  3486681.0512,  2591613.1833,  1881724.9978,
              0.0595,  1122014.6689,   949693.9056,   763695.475 ,
         624188.0404,   508517.6747,   434538.4943,   314273.3348,
         258755.0674,   164584.7417,   126625.8035,    95865.6306,
          54981.2936,    52692.782 ,    39807.7264,        0.0836,
              0.1144,        0.1375,        0.2028,        0.2473,
              0.256 ,       10.2273,        6.005 ,        5.2337,
              4.3051,        0.4668,        2.6299,        0.4822,
              0.5195,        2.0616,        1.5487,        1.2815]), 'lambdas': array([       0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    ,        0.    ,        0.    ,
              0.    ,        0.    , 10395997.2161,  6575329.6409,
        5483082.3672,  3486681.0512,  2591613.1833,  1881724.9978,
              0.0595,  1122014.6689,   949693.9056,   763695.475 ,
         624188.0404,   508517.6747,   434538.4943,   314273.3348,
         258755.0674,   164584.7417,   126625.8035,    95865.6306,
          54981.2936,    52692.782 ,    39807.7264,        0.0836,
              0.1144,        0.1375,        0.2028,        0.2473,
              0.256 ,       10.2273,        6.005 ,        5.2337,
              4.3051,        0.4668,        2.6299,        0.4822,
              0.5195,        2.0616,        1.5487,        1.2815]), 'D_scores': array([6.4169e+10, 6.9324e+09, 5.4299e+09, 3.2562e+09, 2.1154e+09,
       1.2815e+09, 1.2250e+09, 1.1988e+09, 9.7861e+08, 8.7215e+08,
       7.6724e+08, 6.1269e+08, 5.3881e+08, 4.1934e+08, 3.4151e+08,
       3.4146e+08, 2.9187e+08, 2.7740e+08, 2.5065e+08, 2.2525e+08,
       1.9990e+08, 1.9408e+08, 1.6169e+08, 1.5809e+08, 1.3944e+08,
       8.9761e+07, 7.5785e+00, 7.3494e+00, 7.2586e+00, 7.0322e+00,
       6.8839e+00, 6.7238e+00, 6.4920e+00, 6.4653e+00, 6.3819e+00,
       6.2730e+00, 6.1721e+00, 6.0696e+00, 5.9910e+00, 5.8290e+00,
       5.7318e+00, 5.5056e+00, 5.3745e+00, 5.2354e+00, 4.9574e+00,
       4.9361e+00, 4.7959e+00, 4.2383e+00, 2.7866e+00, 2.1447e+00,
       1.1680e+00, 8.2514e-01, 7.7214e-01, 7.1143e-01, 4.7956e-01,
       4.2337e-01, 3.4631e-01, 1.9061e-01, 1.7361e-01, 1.7229e-01,
       1.3505e-01, 1.0431e-01, 4.1564e-02, 1.4194e-02])}",same_mean_diff_covariance,2
MY-small_mu,64,rbf,{'gamma': 0.03864312348909953},rbf(gamma=0.03864312348909953),0.7538461538461538,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([      0.0008,       0.0015,       0.0023,       0.004 ,
             0.0064,       0.0072,       0.0096,       0.01  ,
             0.0115,       0.0148,       0.0177,       0.023 ,
             0.0264,       0.0314,       0.0372,       0.0437,
             0.0494, 6035047.9951, 1158773.1771,  857239.5106,
        800523.8493,  668304.5572,  570252.6216,       0.0628,
        476476.2497,  364062.4115,  333676.719 ,  321781.3274,
        298609.0377,  279908.9843,  257728.1214,  246624.0517,
        242444.4247,  219905.6706,  201208.2498,  199462.292 ,
        178049.0057,  167833.9024,  153712.8708,  144464.7396,
        134035.9537,  133940.1614,  118508.1747,  110992.7168,
        107950.9824,  101235.2054,   97392.8785,   95085.5753,
         86658.8926,   82613.0202,   81169.3245,   73918.0313,
         70896.9698,   65610.7008,   63247.0127,   59379.5302,
             0.0736,   56469.263 ,   50902.017 ,   48386.0071,
         47267.9191,   45274.6565,   41054.7146,   38157.2324]), 'lambdas': array([      0.0008,       0.0015,       0.0023,       0.004 ,
             0.0064,       0.0072,       0.0096,       0.01  ,
             0.0115,       0.0148,       0.0177,       0.023 ,
             0.0264,       0.0314,       0.0372,       0.0437,
             0.0494, 6035047.9951, 1158773.1771,  857239.5106,
        800523.8493,  668304.5572,  570252.6216,       0.0628,
        476476.2497,  364062.4115,  333676.719 ,  321781.3274,
        298609.0377,  279908.9843,  257728.1214,  246624.0517,
        242444.4247,  219905.6706,  201208.2498,  199462.292 ,
        178049.0057,  167833.9024,  153712.8708,  144464.7396,
        134035.9537,  133940.1614,  118508.1747,  110992.7168,
        107950.9824,  101235.2054,   97392.8785,   95085.5753,
         86658.8926,   82613.0202,   81169.3245,   73918.0313,
         70896.9698,   65610.7008,   63247.0127,   59379.5302,
             0.0736,   56469.263 ,   50902.017 ,   48386.0071,
         47267.9191,   45274.6565,   41054.7146,   38157.2324]), 'D_scores': array([634.4739, 324.4089, 210.9301, 120.8793,  74.5668,  66.7035,
        49.0237,  47.1081,  40.8123,  31.1113,  25.7507,  19.3653,
        16.6622,  13.6865,  11.3097,   9.3701,   8.126 ,   7.3068,
         6.4816,   6.3308,   6.2968,   6.2068,   6.127 ,   6.0803,
         6.0374,   5.9026,   5.859 ,   5.8413,   5.8035,   5.7711,
         5.7299,   5.7081,   5.6994,   5.6507,   5.6061,   5.6018,
         5.5449,   5.5154,   5.4714,   5.4404,   5.403 ,   5.4026,
         5.3414,   5.3086,   5.2947,   5.2626,   5.2433,   5.2313,
         5.1849,   5.1611,   5.1523,   5.1054,   5.0845,   5.0458,
         5.0274,   4.9959,   4.9899,   4.9707,   4.9188,   4.8939,
         4.8819,   4.8603,   4.8114,   4.7747])}",same_mean_diff_covariance,2
MY-small_mu,64,laplacian,{'gamma': 0.03864312348909953},laplacian(gamma=0.03864312348909953),0.6692307692307692,rbf,"{'C': 1.0, 'gamma': 'scale'}","{'thetas': array([      0.0002,       0.0014,       0.0046,       0.0064,
             0.0073,       0.0092,       0.0109,       0.0123,
             0.0159,       0.0212,       0.0242,       0.0268,
             0.0325,       0.0336,       0.038 ,       0.0428,
             0.0464,       0.0561, 1419936.9334,       0.0604,
             0.0632,       0.0649,  227742.5056,  157590.8963,
        122228.6784,  104017.1549,   79574.9892,   75672.9167,
         70016.3878,   62897.3255,       0.0739,   54062.6264,
         49985.1322,   46728.6971,   45012.8103,   42844.5549,
         37292.4882,   35880.2835,   33998.9128,   32157.5506,
         31745.684 ,   28728.7051,   28219.5516,   26400.0729,
         25948.5411,   24718.3449,   23089.8031,   22189.5339,
         21391.6709,   20025.6093,   19245.412 ,   18866.4323,
         17864.3856,   17574.5415,   16067.4085,   15319.6401,
         14921.4651,   14644.5914,   13991.9911,   13360.0239,
         13207.5013,   12874.2453,   12011.9237,   11932.2543]), 'lambdas': array([      0.0002,       0.0014,       0.0046,       0.0064,
             0.0073,       0.0092,       0.0109,       0.0123,
             0.0159,       0.0212,       0.0242,       0.0268,
             0.0325,       0.0336,       0.038 ,       0.0428,
             0.0464,       0.0561, 1419936.9334,       0.0604,
             0.0632,       0.0649,  227742.5056,  157590.8963,
        122228.6784,  104017.1549,   79574.9892,   75672.9167,
         70016.3878,   62897.3255,       0.0739,   54062.6264,
         49985.1322,   46728.6971,   45012.8103,   42844.5549,
         37292.4882,   35880.2835,   33998.9128,   32157.5506,
         31745.684 ,   28728.7051,   28219.5516,   26400.0729,
         25948.5411,   24718.3449,   23089.8031,   22189.5339,
         21391.6709,   20025.6093,   19245.412 ,   18866.4323,
         17864.3856,   17574.5415,   16067.4085,   15319.6401,
         14921.4651,   14644.5914,   13991.9911,   13360.0239,
         13207.5013,   12874.2453,   12011.9237,   11932.2543]), 'D_scores': array([2292.5224,  363.6975,  106.3655,   75.0214,   65.96  ,   51.3718,
         43.1999,   37.8533,   28.9547,   21.1493,   18.3146,   16.3789,
         13.1677,   12.7004,   11.0395,    9.6122,    8.7494,    6.9796,
          6.5832,    6.3754,    6.0357,    5.8349,    5.668 ,    5.484 ,
          5.3568,    5.2762,    5.1423,    5.1173,    5.0783,    5.0247,
          4.964 ,    4.9491,    4.9099,    4.8761,    4.8574,    4.8327,
          4.7633,    4.744 ,    4.7171,    4.6892,    4.6828,    4.6329,
          4.624 ,    4.5906,    4.5821,    4.5577,    4.5236,    4.5038,
          4.4854,    4.4524,    4.4326,    4.4227,    4.3953,    4.3872,
          4.3424,    4.3185,    4.3053,    4.296 ,    4.2732,    4.2501,
          4.2443,    4.2316,    4.1969,    4.1936])}",same_mean_diff_covariance,2
MY-small_mu,64,polynomial,"{'degree': 2, 'gamma': 0.03864312348909953, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.03864312348909953)",0.7615384615384615,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([      0.0089,       0.0153,       0.0207,       0.0364,
             0.0428,       0.0457,       0.0537, 2063374.254 ,
       1222424.8008,  833418.2368,  706240.5441,  403374.8963,
        341790.8074,       0.065 ,  236634.0478,  203777.4003,
        151660.5307,  146648.6778,  127070.7008,   93312.6121,
         89460.9476,   83927.1495,   69245.5707,   61745.9611,
         48511.6634,   39816.5063,   35319.0078,   26003.7399,
         24540.5456,   22005.6114,   20214.9061,   16826.9211,
         15799.0669,   14923.406 ,   12329.9762,   10726.128 ,
          9190.7212,    8232.8051,    7407.3714,    6825.9836,
          6404.1199,    5306.9305,    4302.5134,    3528.6161,
             0.0953,    3317.3585,    2912.3739,    2554.6514,
          2082.005 ,    1858.0286,    1455.4851,    1312.5469,
          1088.6422,     975.1303,       0.1142,     589.4254,
             0.126 ,     342.5098,     304.194 ,     127.2288,
             0.1503,      34.6285,       0.1953,       0.2172]), 'lambdas': array([      0.0089,       0.0153,       0.0207,       0.0364,
             0.0428,       0.0457,       0.0537, 2063374.254 ,
       1222424.8008,  833418.2368,  706240.5441,  403374.8963,
        341790.8074,       0.065 ,  236634.0478,  203777.4003,
        151660.5307,  146648.6778,  127070.7008,   93312.6121,
         89460.9476,   83927.1495,   69245.5707,   61745.9611,
         48511.6634,   39816.5063,   35319.0078,   26003.7399,
         24540.5456,   22005.6114,   20214.9061,   16826.9211,
         15799.0669,   14923.406 ,   12329.9762,   10726.128 ,
          9190.7212,    8232.8051,    7407.3714,    6825.9836,
          6404.1199,    5306.9305,    4302.5134,    3528.6161,
             0.0953,    3317.3585,    2912.3739,    2554.6514,
          2082.005 ,    1858.0286,    1455.4851,    1312.5469,
          1088.6422,     975.1303,       0.1142,     589.4254,
             0.126 ,     342.5098,     304.194 ,     127.2288,
             0.1503,      34.6285,       0.1953,       0.2172]), 'D_scores': array([53.1948, 29.9951, 21.7104, 11.6022,  9.6014,  8.8948,  7.3456,
        6.7702,  6.5082,  6.3167,  6.2339,  5.9538,  5.871 ,  5.8282,
        5.6871,  5.6126,  5.4649,  5.4479,  5.3763,  5.222 ,  5.2008,
        5.1689,  5.0727,  5.0154,  4.8948,  4.796 ,  4.7361,  4.5832,
        4.5541,  4.4996,  4.4571,  4.3658,  4.3339,  4.3054,  4.21  ,
        4.1407,  4.0631,  4.008 ,  3.9555,  3.9146,  3.8824,  3.7893,
        3.6836,  3.5845,  3.5695,  3.5536,  3.4886,  3.4231,  3.3209,
        3.2639,  3.1419,  3.0907,  2.9969,  2.9418,  2.7993,  2.6907,
        2.4327,  2.4199,  2.3606,  1.9269,  1.8803,  1.2869,  1.2439,
        1.0388])}",same_mean_diff_covariance,2
MY-small_mu,64,sigmoid,"{'gamma': 0.03864312348909953, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.03864312348909953)",0.7538461538461538,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([      0.    ,       0.    ,       0.0004,       0.0007,
             0.0014,       0.0041,       0.006 ,       0.0098,
             0.0137,       0.0183,       0.0229,       0.0394,
             0.045 ,       0.0504, 7504659.3668, 4259966.7312,
       3821019.6597,       0.0563, 2231658.0467, 1564729.6543,
       1180025.4203,  709066.4736,  625502.7188,  470563.1772,
        436889.3179,  298035.2183,  275845.5897,  217236.192 ,
        211953.2358,       0.0675,  157042.4074,  138300.904 ,
        126329.5422,  106335.713 ,   92461.9446,   78839.8138,
         61075.5029,   56511.2174,   54530.6016,   45472.1103,
         38262.2046,   30958.0738,   28464.3917,   26007.9693,
         20443.3808,   19984.2871,   18330.94  ,   13755.4985,
         13569.8552,   10216.6947,    9906.9839,    8289.6152,
          7183.6457,    5919.8505,    5318.0917,       0.0922,
          4248.4882,    3948.1032,    3590.0352,    3073.6526,
          2727.2762,       0.0993,    1792.7536,    1704.0927]), 'lambdas': array([      0.    ,       0.    ,       0.0004,       0.0007,
             0.0014,       0.0041,       0.006 ,       0.0098,
             0.0137,       0.0183,       0.0229,       0.0394,
             0.045 ,       0.0504, 7504659.3668, 4259966.7312,
       3821019.6597,       0.0563, 2231658.0467, 1564729.6543,
       1180025.4203,  709066.4736,  625502.7188,  470563.1772,
        436889.3179,  298035.2183,  275845.5897,  217236.192 ,
        211953.2358,       0.0675,  157042.4074,  138300.904 ,
        126329.5422,  106335.713 ,   92461.9446,   78839.8138,
         61075.5029,   56511.2174,   54530.6016,   45472.1103,
         38262.2046,   30958.0738,   28464.3917,   26007.9693,
         20443.3808,   19984.2871,   18330.94  ,   13755.4985,
         13569.8552,   10216.6947,    9906.9839,    8289.6152,
          7183.6457,    5919.8505,    5318.0917,       0.0922,
          4248.4882,    3948.1032,    3590.0352,    3073.6526,
          2727.2762,       0.0993,    1792.7536,    1704.0927]), 'D_scores': array([5.6383e+09, 1.7466e+09, 1.4163e+03, 7.2492e+02, 3.4434e+02,
       1.1792e+02, 8.0610e+01, 4.8153e+01, 3.3948e+01, 2.4832e+01,
       1.9429e+01, 1.0589e+01, 9.0673e+00, 7.9295e+00, 7.4155e+00,
       7.1324e+00, 7.0780e+00, 6.9488e+00, 6.8091e+00, 6.6316e+00,
       6.4905e+00, 6.2359e+00, 6.1732e+00, 6.0308e+00, 5.9937e+00,
       5.8025e+00, 5.7643e+00, 5.6444e+00, 5.6321e+00, 5.5572e+00,
       5.4822e+00, 5.4186e+00, 5.3735e+00, 5.2872e+00, 5.2173e+00,
       5.1376e+00, 5.0101e+00, 4.9712e+00, 4.9535e+00, 4.8628e+00,
       4.7762e+00, 4.6703e+00, 4.6282e+00, 4.5832e+00, 4.4629e+00,
       4.4514e+00, 4.4082e+00, 4.2646e+00, 4.2578e+00, 4.1160e+00,
       4.1006e+00, 4.0118e+00, 3.9399e+00, 3.8431e+00, 3.7895e+00,
       3.7324e+00, 3.6774e+00, 3.6408e+00, 3.5932e+00, 3.5160e+00,
       3.4558e+00, 3.3804e+00, 3.2461e+00, 3.2214e+00])}",same_mean_diff_covariance,2
KFDA-1D,1,linear,{},linear,0.5769230769230769,rbf,"{'C': 2.0, 'gamma': 0.5}","{'top_lambda': 0.005235484353193957, 'd_norm': 10.454960828925385}",same_mean_diff_covariance,3
KFDA-1D,1,rbf,{'gamma': 0.040549061599093245},rbf(gamma=0.040549061599093245),0.6461538461538462,rbf,"{'C': 0.5, 'gamma': 0.5}","{'top_lambda': 5102.611947801509, 'd_norm': 0.2790688263171527}",same_mean_diff_covariance,3
KFDA-1D,1,laplacian,{'gamma': 0.040549061599093245},laplacian(gamma=0.040549061599093245),0.5692307692307692,linear,{'C': 1.0},"{'top_lambda': 8683.569095295614, 'd_norm': 0.16180778160067844}",same_mean_diff_covariance,3
KFDA-1D,1,polynomial,"{'degree': 2, 'gamma': 0.040549061599093245, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.040549061599093245)",0.7230769230769231,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'top_lambda': 9.33816357791252, 'd_norm': 1.4671640121260887}",same_mean_diff_covariance,3
KFDA-1D,1,sigmoid,"{'gamma': 0.040549061599093245, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.040549061599093245)",0.4461538461538462,sigmoid,"{'C': 1.0, 'gamma': 'scale', 'coef0': 0.0}","{'top_lambda': 0.09328644549527616, 'd_norm': 0.4032993361488707}",same_mean_diff_covariance,3
MY-large_mu,1,linear,{},linear,0.6384615384615384,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.]), 'lambdas': array([0.]), 'gvals': array([5.8947e+09])}",same_mean_diff_covariance,3
MY-large_mu,1,rbf,{'gamma': 0.040549061599093245},rbf(gamma=0.040549061599093245),0.5923076923076923,poly,"{'C': 0.5, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0004]), 'lambdas': array([0.0004]), 'gvals': array([1171.7562])}",same_mean_diff_covariance,3
MY-large_mu,1,laplacian,{'gamma': 0.040549061599093245},laplacian(gamma=0.040549061599093245),0.49230769230769234,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0008]), 'lambdas': array([0.0008]), 'gvals': array([647.9383])}",same_mean_diff_covariance,3
MY-large_mu,1,polynomial,"{'degree': 2, 'gamma': 0.040549061599093245, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.040549061599093245)",0.4846153846153846,poly,"{'C': 1.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0.0054]), 'lambdas': array([0.0054]), 'gvals': array([89.1135])}",same_mean_diff_covariance,3
MY-large_mu,1,sigmoid,"{'gamma': 0.040549061599093245, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.040549061599093245)",0.6461538461538462,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.]), 'lambdas': array([0.]), 'gvals': array([2.2761e+09])}",same_mean_diff_covariance,3
MY-large_mu,2,linear,{},linear,0.8153846153846154,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0., 0.]), 'lambdas': array([0., 0.]), 'gvals': array([3.2628e+10, 1.4241e+10])}",same_mean_diff_covariance,3
MY-large_mu,2,rbf,{'gamma': 0.040549061599093245},rbf(gamma=0.040549061599093245),0.6230769230769231,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.0006]), 'lambdas': array([0.0001, 0.0006]), 'gvals': array([4108.4094,  784.435 ])}",same_mean_diff_covariance,3
MY-large_mu,2,laplacian,{'gamma': 0.040549061599093245},laplacian(gamma=0.040549061599093245),0.6,rbf,"{'C': 2.0, 'gamma': 'scale'}","{'thetas': array([0.0001, 0.001 ]), 'lambdas': array([0.0001, 0.001 ]), 'gvals': array([7378.6323,  500.1867])}",same_mean_diff_covariance,3
MY-large_mu,2,polynomial,"{'degree': 2, 'gamma': 0.040549061599093245, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.040549061599093245)",0.5769230769230769,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0.0006, 0.0057]), 'lambdas': array([0.0006, 0.0057]), 'gvals': array([829.156 ,  84.3388])}",same_mean_diff_covariance,3
MY-large_mu,2,sigmoid,"{'gamma': 0.040549061599093245, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.040549061599093245)",0.7615384615384615,rbf,"{'C': 0.5, 'gamma': 'scale'}","{'thetas': array([0., 0.]), 'lambdas': array([0., 0.]), 'gvals': array([2.0742e+10, 2.1592e+09])}",same_mean_diff_covariance,3
MY-large_mu,3,linear,{},linear,0.7538461538461538,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0., 0., 0.]), 'lambdas': array([0., 0., 0.]), 'gvals': array([1.1365e+10, 6.5596e+09, 4.3677e+09])}",same_mean_diff_covariance,3
MY-large_mu,3,rbf,{'gamma': 0.040549061599093245},rbf(gamma=0.040549061599093245),0.676923076923077,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.0001, 0.0019, 0.0031]), 'lambdas': array([0.0001, 0.0019, 0.0031]), 'gvals': array([5893.2429,  262.1114,  159.708 ])}",same_mean_diff_covariance,3
MY-large_mu,3,laplacian,{'gamma': 0.040549061599093245},laplacian(gamma=0.040549061599093245),0.6,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.    , 0.003 , 0.0043]), 'lambdas': array([0.    , 0.003 , 0.0043]), 'gvals': array([13998.0701,   160.6907,   113.6619])}",same_mean_diff_covariance,3
MY-large_mu,3,polynomial,"{'degree': 2, 'gamma': 0.040549061599093245, 'coef0': 1.0}","polynomial(coef0=1.0, degree=2, gamma=0.040549061599093245)",0.7384615384615385,rbf,"{'C': 0.5, 'gamma': 0.5}","{'thetas': array([0.0055, 0.0061, 0.0121]), 'lambdas': array([0.0055, 0.0061, 0.0121]), 'gvals': array([87.7854, 78.8377, 38.6553])}",same_mean_diff_covariance,3
MY-large_mu,3,sigmoid,"{'gamma': 0.040549061599093245, 'coef0': 0.0}","sigmoid(coef0=0.0, gamma=0.040549061599093245)",0.7769230769230769,rbf,"{'C': 2.0, 'gamma': 0.5}","{'thetas': array([0.0009, 0.0028, 0.0038]), 'lambdas': array([0.0009, 0.0028, 0.0038]), 'gvals': array([547.7124, 174.1613, 128.8338])}",same_mean_diff_covariance,3
MY-large_mu,4,linear,{},linear,0.8692307692307693,poly,"{'C': 2.0, 'gamma': 'scale', 'degree': 2, 'coef0': 1.0}","{'thetas': array([0., 0., 0., 0.]), 'lambdas': array([0., 0., 0., 0.]), 'gvals': array([1.5118e+10, 6.5551e+09, 4.1988e+09, 3.4583e+09])}",same_mean_diff_covariance,3
MY-large_mu,4,rbf,{'gamma': 0.040549061599093245},rbf(gamma=0.040549061599093245),0.6615384615384615,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.0017, 0.003 , 0.0036, 0.0047]), 'lambdas': array([0.0017, 0.003 , 0.0036, 0.0047]), 'gvals': array([293.5356, 165.3979, 136.3676, 102.0971])}",same_mean_diff_covariance,3
MY-large_mu,4,laplacian,{'gamma': 0.040549061599093245},laplacian(gamma=0.040549061599093245),0.6153846153846154,rbf,"{'C': 1.0, 'gamma': 0.5}","{'thetas': array([0.0029, 0.004 , 0.006 , 0.0088]), 'lambdas': array([0.0029, 0.004 , 0.006 , 0.0088]), 'gvals': array([167.0081, 123.1577,  80.3473,  54.1516])}",same_mean_diff_covariance,3
