regime,title,dimension,mean_gap_input,cov_gap_input_fro,trace_cov0,trace_cov1,note
oldstyle_same_mean_scale_gap,"Old-style Case A: Same Mean, Different Covariances, d=220",220,0.0,45.50369373450432,218.42534514663015,546.3852725269735,"Directly mirrors the old notebook: zero means, AtA covariances, scale1=1.0, scale2=2.5."
oldstyle_diff_mean_scale_gap,"Old-style Case B: Different Mean, Different Covariances, d=220",220,0.35999999999999993,38.45015200988107,217.98399659528394,466.2409975782424,Old-style high-dimensional case with both a mean gap and a covariance scale gap.
