pair,class0,class1,rep,m,r,stage1_kernel,family,class0_bags,class1_bags,stable_r_limit,coordinate_rank,available_directions,D_mu,D_covariance,heuristic_family,evaluation_protocol,status,status_detail,acc,probe_C
airplane vs bird,airplane,bird,2,16,4,polynomial,small_mu,18,18,17,35,24,168639.37994677597,76484.4356695046,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.98,1.0
airplane vs bird,airplane,bird,2,16,6,polynomial,small_mu,18,18,17,35,24,168639.37994677597,76484.4356695046,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.98,10.0
airplane vs bird,airplane,bird,2,16,8,rbf,small_mu,18,18,17,35,24,30417.7641856509,23710.853664135033,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.98,0.1
airplane vs bird,airplane,bird,2,16,10,linear,small_mu,18,18,17,35,18,35380971.31805533,11530558.703201368,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9775,10.0
airplane vs bird,airplane,bird,2,16,16,linear,small_mu,18,18,17,35,18,35380971.31805533,11530558.703201368,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9775,10.0
airplane vs ship,airplane,ship,0,4,1,rbf,large_mu,75,75,75,149,24,16482.283052781324,99187.79525606196,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9225,1.0
airplane vs ship,airplane,ship,0,4,2,rbf,large_mu,75,75,75,149,24,16482.283052781324,99187.79525606196,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,1.0
airplane vs ship,airplane,ship,0,4,4,rbf,large_mu,75,75,75,149,24,16482.283052781324,99187.79525606196,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,1.0
airplane vs ship,airplane,ship,0,4,6,rbf,large_mu,75,75,75,149,24,16482.283052781324,99187.79525606196,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,0.1
airplane vs ship,airplane,ship,0,4,8,rbf,large_mu,75,75,75,149,24,16482.283052781324,99187.79525606196,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,0.1
airplane vs ship,airplane,ship,0,4,10,laplacian,large_mu,75,75,75,149,24,13563.505825588907,74967.28913103614,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9375,10.0
airplane vs ship,airplane,ship,0,4,16,rbf,large_mu,75,75,75,149,24,16482.283052781324,99187.79525606196,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9375,1.0
airplane vs ship,airplane,ship,0,4,24,rbf,large_mu,75,75,75,149,24,16482.283052781324,99187.79525606196,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.94,1.0
airplane vs ship,airplane,ship,0,4,1,rbf,small_mu,75,75,74,149,24,16482.283052781324,99187.79525606196,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,0.1
airplane vs ship,airplane,ship,0,4,2,rbf,small_mu,75,75,74,149,24,16482.283052781324,99187.79525606196,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,10.0
airplane vs ship,airplane,ship,0,4,4,rbf,small_mu,75,75,74,149,24,16482.283052781324,99187.79525606196,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.94,10.0
airplane vs ship,airplane,ship,0,4,6,rbf,small_mu,75,75,74,149,24,16482.283052781324,99187.79525606196,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,1.0
airplane vs ship,airplane,ship,0,4,8,rbf,small_mu,75,75,74,149,24,16482.283052781324,99187.79525606196,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,10.0
airplane vs ship,airplane,ship,0,4,10,laplacian,small_mu,75,75,74,149,24,13563.505825588907,74967.28913103614,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9425,1.0
airplane vs ship,airplane,ship,0,4,16,rbf,small_mu,75,75,74,149,24,16482.283052781324,99187.79525606196,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.945,1.0
airplane vs ship,airplane,ship,0,4,24,rbf,small_mu,75,75,74,149,24,16482.283052781324,99187.79525606196,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9475,1.0
airplane vs ship,airplane,ship,0,8,1,laplacian,large_mu,37,37,37,73,24,15828.319577513645,38335.47880597616,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9125,10.0
airplane vs ship,airplane,ship,0,8,2,rbf,large_mu,37,37,37,73,24,19756.589484025517,50999.127767321705,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,0.1
airplane vs ship,airplane,ship,0,8,4,rbf,large_mu,37,37,37,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,0.1
airplane vs ship,airplane,ship,0,8,6,rbf,large_mu,37,37,37,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,1.0
airplane vs ship,airplane,ship,0,8,8,polynomial,large_mu,37,37,37,73,24,120142.97464185276,184308.24756269372,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9275,0.1
airplane vs ship,airplane,ship,0,8,10,rbf,large_mu,37,37,37,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9225,0.1
airplane vs ship,airplane,ship,0,8,16,polynomial,large_mu,37,37,37,73,24,120142.97464185276,184308.24756269372,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,0.1
airplane vs ship,airplane,ship,0,8,24,polynomial,large_mu,37,37,37,73,24,120142.97464185276,184308.24756269372,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,0.1
airplane vs ship,airplane,ship,0,8,1,rbf,small_mu,37,37,36,73,24,19756.589484025517,50999.127767321705,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,0.1
airplane vs ship,airplane,ship,0,8,2,rbf,small_mu,37,37,36,73,24,19756.589484025517,50999.127767321705,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,0.1
airplane vs ship,airplane,ship,0,8,4,rbf,small_mu,37,37,36,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9275,0.1
airplane vs ship,airplane,ship,0,8,6,rbf,small_mu,37,37,36,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,0.1
airplane vs ship,airplane,ship,0,8,8,rbf,small_mu,37,37,36,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.925,0.1
airplane vs ship,airplane,ship,0,8,10,rbf,small_mu,37,37,36,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.925,0.1
airplane vs ship,airplane,ship,0,8,16,polynomial,small_mu,37,37,36,73,24,120142.97464185276,184308.24756269372,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,10.0
airplane vs ship,airplane,ship,0,8,24,rbf,small_mu,37,37,36,73,24,19756.589484025517,50999.127767321705,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9275,1.0
airplane vs ship,airplane,ship,0,16,1,polynomial,large_mu,18,18,18,35,24,132624.42178418182,90857.50139928458,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8975,1.0
airplane vs ship,airplane,ship,0,16,2,linear,large_mu,18,18,18,35,19,29776829.93034164,13205274.455678197,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,1.0
airplane vs ship,airplane,ship,0,16,4,laplacian,large_mu,18,18,18,35,24,17380.907641073216,18450.23036859048,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,1.0
airplane vs ship,airplane,ship,0,16,6,laplacian,large_mu,18,18,18,35,24,17380.907641073216,18450.23036859048,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,10.0
airplane vs ship,airplane,ship,0,16,8,laplacian,large_mu,18,18,18,35,24,17380.907641073216,18450.23036859048,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9175,0.1
airplane vs ship,airplane,ship,0,16,10,linear,large_mu,18,18,18,35,19,29776829.93034164,13205274.455678197,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9175,1.0
airplane vs ship,airplane,ship,0,16,16,rbf,large_mu,18,18,18,35,24,22970.813802935347,24544.952651031435,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9175,1.0
airplane vs ship,airplane,ship,0,16,1,laplacian,small_mu,18,18,17,35,24,17380.907641073216,18450.23036859048,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,0.1
airplane vs ship,airplane,ship,0,16,2,laplacian,small_mu,18,18,17,35,24,17380.907641073216,18450.23036859048,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,0.1
airplane vs ship,airplane,ship,0,16,4,laplacian,small_mu,18,18,17,35,24,17380.907641073216,18450.23036859048,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,1.0
airplane vs ship,airplane,ship,0,16,6,laplacian,small_mu,18,18,17,35,24,17380.907641073216,18450.23036859048,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,10.0
airplane vs ship,airplane,ship,0,16,8,linear,small_mu,18,18,17,35,18,29776829.93034164,13205274.455678197,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,10.0
airplane vs ship,airplane,ship,0,16,10,linear,small_mu,18,18,17,35,18,29776829.93034164,13205274.455678197,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.92,1.0
airplane vs ship,airplane,ship,0,16,16,laplacian,small_mu,18,18,17,35,24,17380.907641073216,18450.23036859048,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9225,1.0
airplane vs ship,airplane,ship,1,4,1,rbf,large_mu,75,75,75,149,24,18843.640970427037,99849.9200480765,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.885,1.0
airplane vs ship,airplane,ship,1,4,2,laplacian,large_mu,75,75,75,149,24,15135.975367603583,75512.3599060107,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,10.0
airplane vs ship,airplane,ship,1,4,4,rbf,large_mu,75,75,75,149,24,18843.640970427037,99849.9200480765,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8975,10.0
airplane vs ship,airplane,ship,1,4,6,laplacian,large_mu,75,75,75,149,24,15135.975367603583,75512.3599060107,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,1.0
airplane vs ship,airplane,ship,1,4,8,laplacian,large_mu,75,75,75,149,24,15135.975367603583,75512.3599060107,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9075,0.1
airplane vs ship,airplane,ship,1,4,10,rbf,large_mu,75,75,75,149,24,18843.640970427037,99849.9200480765,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,1.0
airplane vs ship,airplane,ship,1,4,16,rbf,large_mu,75,75,75,149,24,18843.640970427037,99849.9200480765,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,0.1
airplane vs ship,airplane,ship,1,4,24,laplacian,large_mu,75,75,75,149,24,15135.975367603583,75512.3599060107,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,0.1
airplane vs ship,airplane,ship,1,4,1,laplacian,small_mu,75,75,74,149,24,15135.975367603583,75512.3599060107,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,1.0
airplane vs ship,airplane,ship,1,4,2,laplacian,small_mu,75,75,74,149,24,15135.975367603583,75512.3599060107,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,1.0
airplane vs ship,airplane,ship,1,4,4,laplacian,small_mu,75,75,74,149,24,15135.975367603583,75512.3599060107,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,1.0
airplane vs ship,airplane,ship,1,4,6,laplacian,small_mu,75,75,74,149,24,15135.975367603583,75512.3599060107,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,0.1
airplane vs ship,airplane,ship,1,4,8,laplacian,small_mu,75,75,74,149,24,15135.975367603583,75512.3599060107,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,10.0
airplane vs ship,airplane,ship,1,4,10,laplacian,small_mu,75,75,74,149,24,15135.975367603583,75512.3599060107,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,1.0
airplane vs ship,airplane,ship,1,4,16,laplacian,small_mu,75,75,74,149,24,15135.975367603583,75512.3599060107,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8975,10.0
airplane vs ship,airplane,ship,1,4,24,rbf,small_mu,75,75,74,149,24,18843.640970427037,99849.9200480765,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9,1.0
airplane vs ship,airplane,ship,1,8,1,polynomial,large_mu,37,37,37,73,24,124766.82318546128,180683.6509197171,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8875,1.0
airplane vs ship,airplane,ship,1,8,2,polynomial,large_mu,37,37,37,73,24,124766.82318546128,180683.6509197171,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,0.1
airplane vs ship,airplane,ship,1,8,4,polynomial,large_mu,37,37,37,73,24,124766.82318546128,180683.6509197171,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,1.0
airplane vs ship,airplane,ship,1,8,6,linear,large_mu,37,37,37,73,24,25019269.947397172,23716466.87081376,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,0.1
airplane vs ship,airplane,ship,1,8,8,linear,large_mu,37,37,37,73,24,25019269.947397172,23716466.87081376,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,0.1
airplane vs ship,airplane,ship,1,8,10,polynomial,large_mu,37,37,37,73,24,124766.82318546128,180683.6509197171,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,0.1
airplane vs ship,airplane,ship,1,8,16,linear,large_mu,37,37,37,73,24,25019269.947397172,23716466.87081376,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.895,1.0
airplane vs ship,airplane,ship,1,8,24,polynomial,large_mu,37,37,37,73,24,124766.82318546128,180683.6509197171,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9025,0.1
airplane vs ship,airplane,ship,1,8,1,polynomial,small_mu,37,37,36,73,24,124766.82318546128,180683.6509197171,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8975,0.1
airplane vs ship,airplane,ship,1,8,2,laplacian,small_mu,37,37,36,73,24,16776.76553540217,37853.43196441687,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.895,1.0
airplane vs ship,airplane,ship,1,8,4,linear,small_mu,37,37,36,73,24,25019269.947397172,23716466.87081376,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8925,0.1
airplane vs ship,airplane,ship,1,8,6,polynomial,small_mu,37,37,36,73,24,124766.82318546128,180683.6509197171,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,10.0
airplane vs ship,airplane,ship,1,8,8,polynomial,small_mu,37,37,36,73,24,124766.82318546128,180683.6509197171,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,0.1
airplane vs ship,airplane,ship,1,8,10,polynomial,small_mu,37,37,36,73,24,124766.82318546128,180683.6509197171,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,0.1
airplane vs ship,airplane,ship,1,8,16,linear,small_mu,37,37,36,73,24,25019269.947397172,23716466.87081376,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.905,10.0
airplane vs ship,airplane,ship,1,8,24,polynomial,small_mu,37,37,36,73,24,124766.82318546128,180683.6509197171,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9075,10.0
airplane vs ship,airplane,ship,1,16,1,polynomial,large_mu,18,18,18,35,24,139970.8812622138,95154.21723271214,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8625,0.1
airplane vs ship,airplane,ship,1,16,2,polynomial,large_mu,18,18,18,35,24,139970.8812622138,95154.21723271214,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8925,10.0
airplane vs ship,airplane,ship,1,16,4,laplacian,large_mu,18,18,18,35,24,18042.373394588216,18755.546372598063,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.885,0.1
airplane vs ship,airplane,ship,1,16,6,linear,large_mu,18,18,18,35,19,30420587.583659295,13953903.152063113,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8925,1.0
airplane vs ship,airplane,ship,1,16,8,polynomial,large_mu,18,18,18,35,24,139970.8812622138,95154.21723271214,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8875,10.0
airplane vs ship,airplane,ship,1,16,10,linear,large_mu,18,18,18,35,19,30420587.583659295,13953903.152063113,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.89,1.0
airplane vs ship,airplane,ship,1,16,16,linear,large_mu,18,18,18,35,19,30420587.583659295,13953903.152063113,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8875,1.0
airplane vs ship,airplane,ship,1,16,1,laplacian,small_mu,18,18,17,35,24,18042.373394588216,18755.546372598063,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.875,0.1
airplane vs ship,airplane,ship,1,16,2,rbf,small_mu,18,18,17,35,24,23664.7853610231,24908.990142032013,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8875,10.0
airplane vs ship,airplane,ship,1,16,4,laplacian,small_mu,18,18,17,35,24,18042.373394588216,18755.546372598063,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.8875,1.0
airplane vs ship,airplane,ship,1,16,6,rbf,small_mu,18,18,17,35,24,23664.7853610231,24908.990142032013,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.885,10.0
airplane vs ship,airplane,ship,1,16,8,laplacian,small_mu,18,18,17,35,24,18042.373394588216,18755.546372598063,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.885,1.0
airplane vs ship,airplane,ship,1,16,10,rbf,small_mu,18,18,17,35,24,23664.7853610231,24908.990142032013,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.89,1.0
airplane vs ship,airplane,ship,1,16,16,polynomial,small_mu,18,18,17,35,24,139970.8812622138,95154.21723271214,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.89,0.1
airplane vs ship,airplane,ship,2,4,1,laplacian,large_mu,75,75,75,149,24,13829.58524477935,74336.61766937256,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.92,0.1
airplane vs ship,airplane,ship,2,4,2,rbf,large_mu,75,75,75,149,24,17520.754768003844,98182.84076481602,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,1.0
airplane vs ship,airplane,ship,2,4,4,rbf,large_mu,75,75,75,149,24,17520.754768003844,98182.84076481602,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9275,10.0
airplane vs ship,airplane,ship,2,4,6,laplacian,large_mu,75,75,75,149,24,13829.58524477935,74336.61766937256,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,10.0
airplane vs ship,airplane,ship,2,4,8,rbf,large_mu,75,75,75,149,24,17520.754768003844,98182.84076481602,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,1.0
airplane vs ship,airplane,ship,2,4,10,laplacian,large_mu,75,75,75,149,24,13829.58524477935,74336.61766937256,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,10.0
airplane vs ship,airplane,ship,2,4,16,rbf,large_mu,75,75,75,149,24,17520.754768003844,98182.84076481602,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,1.0
airplane vs ship,airplane,ship,2,4,24,laplacian,large_mu,75,75,75,149,24,13829.58524477935,74336.61766937256,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.94,1.0
airplane vs ship,airplane,ship,2,4,1,laplacian,small_mu,75,75,74,149,24,13829.58524477935,74336.61766937256,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.94,0.1
airplane vs ship,airplane,ship,2,4,2,laplacian,small_mu,75,75,74,149,24,13829.58524477935,74336.61766937256,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.94,1.0
airplane vs ship,airplane,ship,2,4,4,laplacian,small_mu,75,75,74,149,24,13829.58524477935,74336.61766937256,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9425,1.0
airplane vs ship,airplane,ship,2,4,6,laplacian,small_mu,75,75,74,149,24,13829.58524477935,74336.61766937256,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9425,1.0
airplane vs ship,airplane,ship,2,4,8,laplacian,small_mu,75,75,74,149,24,13829.58524477935,74336.61766937256,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9425,10.0
airplane vs ship,airplane,ship,2,4,10,laplacian,small_mu,75,75,74,149,24,13829.58524477935,74336.61766937256,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.94,10.0
airplane vs ship,airplane,ship,2,4,16,rbf,small_mu,75,75,74,149,24,17520.754768003844,98182.84076481602,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,1.0
airplane vs ship,airplane,ship,2,4,24,laplacian,small_mu,75,75,74,149,24,13829.58524477935,74336.61766937256,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,1.0
airplane vs ship,airplane,ship,2,8,1,laplacian,large_mu,37,37,37,73,24,14575.734119256613,37791.04067837831,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9225,10.0
airplane vs ship,airplane,ship,2,8,2,rbf,large_mu,37,37,37,73,24,18710.295332063382,50191.26835763852,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.925,0.1
airplane vs ship,airplane,ship,2,8,4,rbf,large_mu,37,37,37,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,10.0
airplane vs ship,airplane,ship,2,8,6,rbf,large_mu,37,37,37,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9275,10.0
airplane vs ship,airplane,ship,2,8,8,rbf,large_mu,37,37,37,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9275,10.0
airplane vs ship,airplane,ship,2,8,10,laplacian,large_mu,37,37,37,73,24,14575.734119256613,37791.04067837831,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,10.0
airplane vs ship,airplane,ship,2,8,16,rbf,large_mu,37,37,37,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9275,1.0
airplane vs ship,airplane,ship,2,8,24,rbf,large_mu,37,37,37,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,0.1
airplane vs ship,airplane,ship,2,8,1,laplacian,small_mu,37,37,36,73,24,14575.734119256613,37791.04067837831,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.93,10.0
airplane vs ship,airplane,ship,2,8,2,laplacian,small_mu,37,37,36,73,24,14575.734119256613,37791.04067837831,small_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.925,1.0
airplane vs ship,airplane,ship,2,8,4,rbf,small_mu,37,37,36,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9225,1.0
airplane vs ship,airplane,ship,2,8,6,rbf,small_mu,37,37,36,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.92,1.0
airplane vs ship,airplane,ship,2,8,8,laplacian,small_mu,37,37,36,73,24,14575.734119256613,37791.04067837831,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,10.0
airplane vs ship,airplane,ship,2,8,10,rbf,small_mu,37,37,36,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,1.0
airplane vs ship,airplane,ship,2,8,16,laplacian,small_mu,37,37,36,73,24,14575.734119256613,37791.04067837831,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9325,1.0
airplane vs ship,airplane,ship,2,8,24,rbf,small_mu,37,37,36,73,24,18710.295332063382,50191.26835763852,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.935,1.0
airplane vs ship,airplane,ship,2,16,1,linear,large_mu,18,18,18,35,19,29954479.335556567,13050828.564463727,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,10.0
airplane vs ship,airplane,ship,2,16,2,polynomial,large_mu,18,18,18,35,24,134256.11040756718,91172.8940694585,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.92,10.0
airplane vs ship,airplane,ship,2,16,4,laplacian,large_mu,18,18,18,35,24,16914.79185461417,18521.272431295976,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.92,0.1
airplane vs ship,airplane,ship,2,16,6,polynomial,large_mu,18,18,18,35,24,134256.11040756718,91172.8940694585,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.92,0.1
airplane vs ship,airplane,ship,2,16,8,linear,large_mu,18,18,18,35,19,29954479.335556567,13050828.564463727,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9175,10.0
airplane vs ship,airplane,ship,2,16,10,laplacian,large_mu,18,18,18,35,24,16914.79185461417,18521.272431295976,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,1.0
airplane vs ship,airplane,ship,2,16,16,linear,large_mu,18,18,18,35,19,29954479.335556567,13050828.564463727,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,1.0
airplane vs ship,airplane,ship,2,16,1,laplacian,small_mu,18,18,17,35,24,16914.79185461417,18521.272431295976,,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,0.1
airplane vs ship,airplane,ship,2,16,2,polynomial,small_mu,18,18,17,35,24,134256.11040756718,91172.8940694585,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9125,1.0
airplane vs ship,airplane,ship,2,16,4,laplacian,small_mu,18,18,17,35,24,16914.79185461417,18521.272431295976,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.915,1.0
airplane vs ship,airplane,ship,2,16,6,laplacian,small_mu,18,18,17,35,24,16914.79185461417,18521.272431295976,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.9175,1.0
airplane vs ship,airplane,ship,2,16,8,rbf,small_mu,18,18,17,35,24,21826.957353736416,24606.364696985547,large_mu,disjoint_bag_coordinate_me_single_point_probe_v1,ok,,0.91,1.0
