pair,class0,class1,m,r,me_large_acc,me_large_std,me_small_acc,me_small_std,original_large_acc,original_large_std,original_small_acc,original_small_std,kfda_acc,kfda_std,supcon_acc,supcon_std,original_best_acc,original_best_family,me_best_acc,me_best_family,me_minus_original,me_minus_kfda,me_minus_supcon,me_original_abs_gap,minimum_baseline_margin,me_retains_original_and_wins
airplane vs bird,airplane,bird,8,4,0.9591666666666666,0.013768926368215289,0.9591666666666666,0.01607275126832165,0.9525,0.0043301270189222375,0.5883333333333334,0.0287590565445623,0.9466666666666667,0.01587713240271469,0.965,0.0075000000000000205,0.9525,large_mu,0.9591666666666666,large_mu,0.006666666666666599,0.012499999999999956,-0.005833333333333357,0.006666666666666599,-0.005833333333333357,False
airplane vs bird,airplane,bird,8,6,0.9608333333333333,0.014648663192705844,0.9591666666666666,0.01607275126832165,0.9550000000000001,0.0043301270189222375,0.6216666666666667,0.020207259421636904,0.9466666666666667,0.01587713240271469,0.9633333333333334,0.008036375634160799,0.9550000000000001,large_mu,0.9608333333333333,large_mu,0.005833333333333246,0.01416666666666666,-0.0025000000000000577,0.005833333333333246,-0.0025000000000000577,False
airplane vs bird,airplane,bird,8,8,0.9625,0.017320508075688787,0.9591666666666666,0.016645820296198544,0.9541666666666666,0.005204164998665323,0.6366666666666667,0.04259792639710684,0.9466666666666667,0.01587713240271469,0.965,0.009013878188659974,0.9541666666666666,large_mu,0.9625,large_mu,0.008333333333333415,0.015833333333333366,-0.0024999999999999467,0.008333333333333415,-0.0024999999999999467,False
airplane vs bird,airplane,bird,8,10,0.9616666666666666,0.01842778698958002,0.9583333333333334,0.018763883748662807,0.9558333333333334,0.007637626158259752,0.6491666666666667,0.037610946987989224,0.9466666666666667,0.01587713240271469,0.9641666666666667,0.0038188130791299004,0.9558333333333334,large_mu,0.9616666666666666,large_mu,0.005833333333333135,0.014999999999999902,-0.0025000000000001688,0.005833333333333135,-0.0025000000000001688,False
airplane vs bird,airplane,bird,8,16,0.96,0.019525624189766683,0.96,0.017500000000000012,0.9575,0.006614378277661519,0.6841666666666667,0.01010362971081844,0.9466666666666667,0.01587713240271469,0.9641666666666667,0.008036375634160813,0.9575,large_mu,0.96,large_mu,0.0024999999999999467,0.013333333333333308,-0.004166666666666763,0.0024999999999999467,-0.004166666666666763,False
airplane vs bird,airplane,bird,8,24,0.9616666666666666,0.01808544534517564,0.9608333333333333,0.020966242709015207,0.9558333333333332,0.006291528696058996,0.7058333333333332,0.016645820296198467,0.9466666666666667,0.01587713240271469,0.965,0.009013878188660016,0.9558333333333332,large_mu,0.9616666666666666,large_mu,0.005833333333333357,0.014999999999999902,-0.0033333333333334103,0.005833333333333357,-0.0033333333333334103,False
airplane vs bird,airplane,bird,16,1,0.9558333333333332,0.01664582029619847,0.96,0.017500000000000012,0.9508333333333333,0.005204164998665346,0.5850000000000001,0.04337337893224374,0.9466666666666667,0.01587713240271469,0.9658333333333333,0.005204164998665346,0.9508333333333333,large_mu,0.96,small_mu,0.009166666666666656,0.013333333333333308,-0.005833333333333357,0.009166666666666656,-0.005833333333333357,False
airplane vs bird,airplane,bird,16,2,0.9566666666666667,0.014215601757693352,0.9608333333333334,0.02020725942163694,0.9516666666666667,0.006291528696058967,0.5850000000000001,0.022220486043288957,0.9466666666666667,0.01587713240271469,0.9658333333333333,0.005204164998665346,0.9516666666666667,large_mu,0.9608333333333334,small_mu,0.009166666666666767,0.014166666666666772,-0.004999999999999893,0.009166666666666767,-0.004999999999999893,False
airplane vs bird,airplane,bird,16,4,0.9625,0.015000000000000013,0.9583333333333334,0.019418633662885043,0.9525,0.0043301270189222375,0.5883333333333334,0.0287590565445623,0.9466666666666667,0.01587713240271469,0.965,0.0075000000000000205,0.9525,large_mu,0.9625,large_mu,0.010000000000000009,0.015833333333333366,-0.0024999999999999467,0.010000000000000009,-0.0024999999999999467,False
airplane vs bird,airplane,bird,16,6,0.9625,0.016393596310754974,0.9616666666666666,0.016645820296198467,0.9550000000000001,0.0043301270189222375,0.6216666666666667,0.020207259421636904,0.9466666666666667,0.01587713240271469,0.9633333333333334,0.008036375634160799,0.9550000000000001,large_mu,0.9625,large_mu,0.007499999999999951,0.015833333333333366,-0.0008333333333333526,0.007499999999999951,-0.0008333333333333526,False
